iter	Passed	Remaining
420	2250	12122
421	2254	12112
422	2260	12108
423	2264	12098
424	2268	12087
425	2273	12076
426	2277	12066
427	2282	12056
428	2286	12045
429	2291	12037
430	2295	12028
431	2300	12018
432	2304	12008
433	2309	12000
434	2314	11993
435	2319	11984
436	2324	11976
437	2328	11968
438	2334	11962
439	2339	11957
440	2343	11948
441	2348	11937
442	2352	11928
443	2357	11919
444	2361	11909
445	2366	11902
446	2371	11892
447	2375	11881
448	2379	11872
449	2384	11863
450	2388	11853
451	2393	11844
452	2397	11835
453	2402	11827
454	2406	11817
455	2411	11808
456	2415	11799
457	2420	11788
458	2424	11778
459	2429	11772
460	2433	11761
461	2438	11753
462	2442	11744
463	2447	11736
464	2452	11727
465	2456	11719
466	2462	11715
467	2466	11707
468	2472	11701
469	2477	11695
470	2482	11689
471	2487	11686
472	2493	11681
473	2498	11677
474	2505	11676
475	2511	11676
476	2516	11670
477	2521	11663
478	2526	11656
479	2531	11651
480	2537	11645
481	2542	11641
482	2548	11637
483	2553	11634
484	2559	11629
485	2564	11626
486	2570	11622
487	2575	11615
488	2581	11615
489	2587	11611
490	2593	11610
491	2599	11607
492	2604	11601
493	2609	11596
494	2615	11594
495	2621	11589
496	2627	11588
497	2633	11585
498	2639	11585
499	2646	11585
500	2651	11580
501	2655	11570
502	2660	11561
503	2664	11552
504	2669	11545
505	2674	11539
506	2680	11534
507	2685	11527
508	2689	11520
509	2695	11515
510	2700	11510
511	2705	11502
512	2710	11495
513	2715	11489
514	2720	11484
515	2725	11476
516	2730	11470
517	2734	11462
518	2739	11455
519	2745	11450
520	2749	11441
521	2754	11433
522	2758	11425
523	2763	11416
524	2767	11408
525	2772	11402
526	2777	11395
527	2782	11386
528	2786	11378
529	2792	11375
530	2798	11372
531	2803	11368
532	2809	11362
533	2814	11357
534	2819	11353
535	2825	11349
536	2831	11347
537	2837	11343
538	2843	11342
539	2848	11336
540	2853	11331
541	2859	11327
542	2865	11324
543	2871	11322
544	2877	11319
545	2883	11315
546	2888	11309
547	2893	11304
548	2898	11299
549	2903	11292
550	2908	11286
551	2914	11283
552	2919	11278
553	2926	11277
554	2933	11278
555	2939	11277
556	2945	11272
557	2950	11267
558	2955	11261
559	2960	11254
560	2965	11247
561	2969	11240
562	2974	11231
563	2978	11222
564	2983	11216
565	2988	11208
566	2992	11200
567	2997	11192
568	3002	11185
569	3006	11177
570	3011	11169
571	3016	11162
572	3020	11153
573	3024	11145
574	3029	11138
575	3034	11130
576	3038	11122
577	3043	11113
578	3048	11107
579	3052	11100
580	3057	11094
581	3063	11089
582	3068	11083
583	3073	11077
584	3078	11071
585	3083	11064
586	3087	11057
587	3093	11053
588	3098	11048
589	3103	11041
590	3108	11035
591	3113	11028
592	3117	11020
593	3123	11016
594	3128	11008
595	3133	11003
596	3138	10996
597	3143	10990
598	3148	10984
599	3152	10977
600	3158	10971
601	3163	10967
602	3168	10962
603	3174	10956
604	3178	10949
605	3183	10944
606	3189	10938
607	3194	10932
608	3199	10928
609	3204	10920
610	3208	10912
611	3213	10906
612	3218	10901
613	3224	10895
614	3229	10890
615	3234	10884
616	3239	10878
617	3244	10873
618	3249	10868
619	3255	10863
620	3260	10859
621	3266	10854
622	3271	10848
623	3276	10843
624	3281	10837
625	3287	10832
626	3292	10828
627	3297	10823
628	3303	10818
629	3309	10816
630	3317	10819
631	3323	10817
632	3329	10813
633	3334	10808
634	3340	10804
635	3345	10799
636	3350	10794
637	3356	10790
638	3362	10786
639	3368	10784
640	3374	10780
641	3379	10775
642	3384	10768
643	3389	10762
644	3394	10757
645	3398	10749
646	3403	10742
647	3408	10735
648	3413	10728
649	3417	10720
650	3422	10712
651	3427	10708
652	3432	10702
653	3437	10696
654	3443	10692
655	3448	10687
656	3453	10681
657	3458	10674
658	3462	10667
659	3467	10659
660	3471	10651
661	3477	10647
662	3482	10641
663	3487	10634
664	3491	10627
665	3496	10619
666	3501	10613
667	3505	10606
668	3510	10599
669	3515	10593
670	3520	10587
671	3525	10580
672	3529	10572
673	3534	10566
674	3539	10560
675	3544	10554
676	3550	10552
677	3556	10548
678	3561	10543
679	3567	10540
680	3573	10535
681	3579	10533
682	3585	10529
683	3590	10523
684	3596	10520
685	3601	10515
686	3606	10509
687	3611	10503
688	3617	10500
689	3623	10497
690	3629	10495
691	3635	10492
692	3641	10489
693	3648	10486
694	3654	10483
695	3660	10481
696	3666	10479
697	3672	10476
698	3678	10472
699	3684	10469
700	3690	10466
701	3697	10464
702	3703	10461
703	3708	10456
704	3713	10450
705	3720	10449
706	3726	10445
707	3732	10442
708	3737	10437
709	3742	10430
710	3747	10426
711	3753	10421
712	3758	10415
713	3763	10410
714	3768	10403
715	3773	10397
716	3778	10392
717	3783	10386
718	3788	10380
719	3793	10374
720	3798	10369
721	3804	10364
722	3809	10358
723	3814	10353
724	3820	10349
725	3826	10345
726	3831	10340
727	3837	10335
728	3842	10330
729	3847	10324
730	3852	10319
731	3857	10313
732	3862	10307
733	3868	10303
734	3874	10299
735	3880	10295
736	3885	10291
737	3891	10288
738	3898	10286
739	3903	10282
740	3911	10281
741	3917	10278
742	3922	10274
743	3929	10271
744	3934	10267
745	3939	10260
746	3944	10254
747	3949	10249
748	3955	10243
749	3960	10238
750	3965	10233
751	3971	10228
752	3977	10225
753	3982	10219
754	3987	10214
755	3993	10210
756	3999	10206
757	4005	10204
758	4012	10201
759	4018	10198
760	4023	10194
761	4029	10189
762	4034	10183
763	4039	10179
764	4045	10174
765	4051	10171
766	4056	10166
767	4062	10161
768	4067	10155
769	4073	10151
770	4078	10147
771	4083	10140
772	4088	10134
773	4093	10128
774	4098	10121
775	4102	10114
776	4107	10106
777	4112	10102
778	4118	10098
779	4124	10094
780	4129	10089
781	4135	10083
782	4140	10079
783	4146	10074
784	4151	10069
785	4157	10066
786	4163	10062
787	4169	10058
788	4174	10052
789	4180	10048
790	4186	10044
791	4191	10040
792	4197	10036
793	4204	10034
794	4210	10031
795	4217	10029
796	4223	10025
797	4228	10019
798	4233	10014
799	4238	10008
800	4243	10002
801	4248	9996
802	4253	9990
803	4259	9986
804	4264	9980
805	4269	9973
806	4274	9969
807	4280	9964
808	4284	9957
809	4289	9951
810	4294	9943
811	4298	9937
812	4303	9929
813	4307	9922
814	4312	9916
815	4317	9909
816	4321	9902
817	4326	9895
818	4330	9888
819	4335	9880
820	4339	9873
821	4344	9866
822	4349	9860
823	4354	9855
824	4358	9847
825	4363	9841
826	4367	9834
827	4372	9827
828	4376	9820
829	4381	9812
830	4385	9805
831	4390	9799
832	4394	9791
833	4399	9785
834	4403	9778
835	4408	9770
836	4412	9764
837	4417	9757
838	4422	9750
839	4427	9744
840	4432	9739
841	4437	9734
842	4443	9729
843	4448	9725
844	4453	9719
845	4459	9715
846	4465	9711
847	4472	9708
848	4477	9704
849	4483	9699
850	4488	9694
851	4493	9688
852	4499	9684
853	4504	9679
854	4510	9675
855	4517	9672
856	4523	9669
857	4528	9664
858	4535	9662
859	4541	9658
860	4547	9654
861	4553	9651
862	4559	9647
863	4565	9643
864	4571	9639
865	4576	9634
866	4582	9630
867	4587	9623
868	4591	9616
869	4595	9609
870	4600	9602
871	4605	9596
872	4610	9590
873	4615	9583
874	4619	9577
875	4623	9569
876	4628	9564
877	4633	9557
878	4638	9551
879	4643	9544
880	4648	9539
881	4653	9533
882	4658	9528
883	4663	9522
884	4668	9517
885	4674	9512
886	4680	9508
887	4686	9504
888	4691	9499
889	4697	9496
890	4704	9492
891	4710	9489
892	4716	9485
893	4721	9480
894	4727	9475
895	4732	9469
896	4738	9465
897	4743	9460
898	4748	9455
899	4754	9451
900	4760	9446
901	4768	9446
902	4774	9443
903	4780	9439
904	4786	9435
905	4792	9431
906	4815	9461
907	4822	9459
908	4838	9475
909	4846	9475
910	4855	9475
911	4862	9473
912	4867	9468
913	4874	9467
914	4880	9462
915	4885	9457
916	4890	9450
917	4895	9443
918	4899	9436
919	4904	9429
920	4908	9422
921	4912	9415
922	4918	9409
923	4923	9404
924	4928	9399
925	4934	9395
926	4940	9391
927	4946	9386
928	4951	9381
929	4957	9375
930	4962	9370
931	4969	9367
932	4974	9362
933	4997	9389
934	5003	9385
935	5008	9381
936	5014	9376
937	5020	9372
938	5027	9369
939	5033	9364
940	5038	9360
941	5043	9354
942	5048	9347
943	5053	9341
944	5058	9336
945	5063	9329
946	5069	9324
947	5076	9322
948	5082	9318
949	5088	9314
950	5093	9308
951	5099	9304
952	5105	9299
953	5111	9295
954	5116	9290
955	5121	9284
956	5127	9279
957	5132	9274
958	5138	9269
959	5143	9264
960	5149	9259
961	5154	9253
962	5160	9248
963	5165	9243
964	5171	9239
965	5177	9234
966	5182	9229
967	5188	9224
968	5194	9219
969	5199	9213
970	5204	9208
971	5210	9204
972	5216	9200
973	5224	9199
974	5230	9194
975	5236	9190
976	5242	9186
977	5248	9182
978	5254	9178
979	5260	9173
980	5267	9170
981	5274	9167
982	5280	9163
983	5285	9157
984	5290	9152
985	5296	9147
986	5301	9142
987	5306	9136
988	5313	9133
989	5318	9127
990	5325	9124
991	5329	9117
992	5334	9111
993	5339	9105
994	5344	9099
995	5349	9093
996	5354	9087
997	5360	9082
998	5365	9076
999	5370	9070
1000	5375	9064
1001	5380	9058
1002	5385	9052
1003	5389	9045
1004	5394	9039
1005	5398	9032
1006	5403	9025
1007	5408	9018
1008	5412	9012
1009	5417	9006
1010	5423	9000
1011	5427	8994
1012	5433	8989
1013	5438	8983
1014	5443	8977
1015	5448	8971
1016	5454	8967
1017	5459	8962
1018	5465	8957
1019	5470	8951
1020	5476	8946
1021	5480	8939
1022	5485	8933
1023	5489	8925
1024	5494	8919
1025	5499	8913
1026	5503	8906
1027	5508	8900
1028	5512	8893
1029	5517	8887
1030	5522	8880
1031	5527	8874
1032	5531	8868
1033	5536	8861
1034	5540	8854
1035	5545	8847
1036	5549	8841
1037	5554	8834
1038	5558	8827
1039	5563	8821
1040	5567	8814
1041	5572	8807
1042	5576	8800
1043	5581	8793
1044	5585	8787
1045	5590	8781
1046	5595	8774
1047	5599	8768
1048	5604	8761
1049	5608	8754
1050	5613	8749
1051	5618	8742
1052	5622	8736
1053	5627	8729
1054	5633	8724
1055	5638	8719
1056	5643	8713
1057	5648	8707
1058	5653	8702
1059	5658	8696
1060	5663	8690
1061	5668	8684
1062	5674	8679
1063	5679	8674
1064	5684	8668
1065	5690	8663
1066	5695	8658
1067	5701	8652
1068	5706	8647
1069	5711	8642
1070	5717	8637
1071	5723	8633
1072	5732	8633
1073	5741	8633
1074	5748	8630
1075	5755	8627
1076	5761	8623
1077	5768	8620
1078	5774	8616
1079	5781	8612
1080	5788	8609
1081	5794	8606
1082	5800	8601
1083	5806	8597
1084	5812	8592
1085	5818	8588
1086	5824	8583
1087	5830	8579
1088	5835	8573
1089	5840	8568
1090	5848	8565
1091	5854	8561
1092	5860	8557
1093	5867	8554
1094	5872	8548
1095	5878	8544
1096	5884	8540
1097	5891	8537
1098	5898	8533
1099	5904	8529
1100	5910	8524
1101	5915	8519
1102	5923	8517
1103	5932	8517
1104	5938	8512
1105	5944	8508
1106	5953	8507
1107	5959	8503
1108	5964	8498
1109	5970	8493
1110	5976	8488
1111	5981	8482
1112	5986	8476
1113	5990	8469
1114	5996	8465
1115	6001	8459
1116	6007	8454
1117	6016	8454
1118	6022	8449
1119	6028	8444
1120	6032	8438
1121	6038	8433
1122	6043	8427
1123	6049	8423
1124	6055	8418
1125	6061	8413
1126	6066	8408
1127	6072	8403
1128	6077	8398
1129	6082	8392
1130	6088	8386
1131	6094	8382
1132	6100	8377
1133	6105	8372
1134	6112	8368
1135	6118	8364
1136	6126	8362
1137	6135	8361
1138	6142	8358
1139	6149	8355
1140	6156	8352
1141	6163	8348
1142	6168	8343
1143	6173	8338
1144	6179	8333
1145	6184	8327
1146	6189	8321
1147	6195	8315
1148	6201	8311
1149	6208	8308
1150	6218	8308
1151	6227	8308
1152	6236	8307
1153	6243	8305
1154	6251	8303
1155	6262	8304
1156	6271	8304
1157	6279	8302
1158	6288	8302
1159	6298	8301
1160	6308	8302
1161	6317	8301
1162	6324	8298
1163	6332	8296
1164	6340	8293
1165	6348	8292
1166	6354	8287
1167	6360	8282
1168	6365	8276
1169	6370	8271
1170	6376	8265
1171	6381	8259
1172	6385	8253
1173	6390	8247
1174	6395	8240
1175	6400	8234
1176	6406	8229
1177	6410	8223
1178	6416	8218
1179	6421	8212
1180	6426	8206
1181	6431	8200
1182	6436	8193
1183	6441	8188
1184	6447	8183
1185	6453	8178
1186	6458	8172
1187	6463	8166
1188	6468	8160
1189	6473	8154
1190	6478	8148
1191	6483	8142
1192	6488	8136
1193	6494	8132
1194	6499	8126
1195	6505	8120
1196	6510	8115
1197	6516	8109
1198	6521	8104
1199	6526	8098
1200	6531	8092
1201	6537	8087
1202	6542	8082
1203	6548	8076
1204	6554	8071
1205	6559	8066
1206	6565	8061
1207	6570	8055
1208	6575	8049
1209	6580	8043
1210	6585	8036
1211	6589	8030
1212	6594	8024
1213	6599	8017
1214	6603	8010
1215	6607	8004
1216	6612	7997
1217	6616	7991
1218	6621	7985
1219	6626	7978
1220	6630	7972
1221	6635	7965
1222	6640	7959
1223	6645	7953
1224	6649	7947
1225	6654	7940
1226	6659	7935
1227	6664	7929
1228	6669	7922
1229	6674	7916
1230	6678	7910
1231	6683	7904
1232	6688	7897
1233	6693	7892
1234	6697	7885
1235	6702	7879
1236	6707	7873
1237	6712	7867
1238	6716	7860
1239	6721	7854
1240	6726	7848
1241	6731	7842
1242	6737	7837
1243	6741	7830
1244	6746	7824
1245	6750	7818
1246	6755	7811
1247	6759	7805
1248	6765	7799
1249	6770	7793
1250	6774	7787
1251	6779	7781
1252	6784	7775
1253	6789	7769
1254	6794	7763
1255	6799	7757
1256	6804	7751
1257	6808	7745
1258	6813	7738
1259	6818	7732
1260	6822	7726
1261	6827	7720
1262	6832	7714
1263	6837	7708
1264	6843	7704
1265	6849	7699
1266	6855	7694
1267	6861	7689
1268	6866	7683
1269	6872	7678
1270	6877	7672
1271	6882	7667
1272	6888	7662
1273	6893	7656
1274	6899	7651
1275	6904	7646
1276	6910	7641
1277	6916	7636
1278	6921	7630
1279	6926	7625
1280	6932	7620
1281	6938	7615
1282	6944	7610
1283	6950	7604
1284	6955	7600
1285	6961	7594
1286	6966	7589
1287	6972	7583
1288	6977	7578
1289	6982	7572
1290	6987	7566
1291	6993	7561
1292	6998	7556
1293	7003	7550
1294	7008	7544
1295	7013	7538
1296	7017	7531
1297	7022	7526
1298	7027	7519
1299	7031	7513
1300	7036	7506
1301	7041	7501
1302	7047	7495
1303	7052	7490
1304	7056	7484
1305	7061	7477
1306	7066	7471
1307	7071	7465
1308	7076	7459
1309	7080	7453
1310	7085	7447
1311	7090	7441
1312	7095	7435
1313	7100	7429
1314	7104	7423
1315	7109	7417
1316	7114	7411
1317	7118	7405
1318	7123	7398
1319	7127	7392
1320	7132	7386
1321	7137	7380
1322	7141	7373
1323	7146	7367
1324	7150	7361
1325	7155	7355
1326	7160	7349
1327	7165	7343
1328	7170	7337
1329	7175	7331
1330	7180	7325
1331	7184	7319
1332	7190	7314
1333	7195	7308
1334	7200	7302
1335	7205	7296
1336	7211	7291
1337	7216	7286
1338	7222	7282
1339	7228	7277
1340	7234	7271
1341	7239	7266
1342	7244	7260
1343	7249	7254
1344	7254	7248
1345	7259	7243
1346	7264	7237
1347	7269	7231
1348	7274	7226
1349	7280	7221
1350	7286	7216
1351	7291	7210
1352	7296	7204
1353	7301	7199
1354	7306	7193
1355	7311	7187
1356	7316	7182
1357	7322	7176
1358	7328	7172
1359	7334	7167
1360	7339	7161
1361	7345	7157
1362	7351	7152
1363	7356	7146
1364	7361	7140
1365	7366	7134
1366	7371	7128
1367	7376	7123
1368	7381	7117
1369	7386	7111
1370	7391	7105
1371	7396	7100
1372	7401	7094
1373	7406	7088
1374	7412	7083
1375	7417	7077
1376	7422	7072
1377	7427	7066
1378	7432	7060
1379	7438	7055
1380	7442	7049
1381	7448	7044
1382	7454	7039
1383	7459	7033
1384	7464	7027
1385	7469	7021
1386	7473	7015
1387	7479	7010
1388	7483	7004
1389	7489	6999
1390	7494	6993
1391	7499	6987
1392	7503	6981
1393	7508	6975
1394	7513	6969
1395	7517	6963
1396	7522	6956
1397	7526	6950
1398	7531	6944
1399	7535	6938
1400	7540	6932
1401	7545	6926
1402	7549	6920
1403	7554	6914
1404	7559	6908
1405	7563	6902
1406	7568	6896
1407	7574	6891
1408	7579	6885
1409	7585	6880
1410	7590	6875
1411	7595	6869
1412	7601	6864
1413	7606	6858
1414	7612	6853
1415	7617	6848
1416	7623	6843
1417	7628	6837
1418	7633	6832
1419	7639	6826
1420	7644	6821
1421	7650	6816
1422	7655	6810
1423	7661	6805
1424	7666	6800
1425	7671	6794
1426	7677	6789
1427	7682	6784
1428	7687	6778
1429	7693	6773
1430	7698	6768
1431	7703	6762
1432	7709	6756
1433	7714	6751
1434	7719	6745
1435	7724	6739
1436	7729	6734
1437	7733	6727
1438	7738	6721
1439	7742	6715
1440	7747	6709
1441	7752	6703
1442	7757	6698
1443	7762	6693
1444	7767	6686
1445	7772	6681
1446	7776	6674
1447	7781	6669
1448	7786	6663
1449	7791	6658
1450	7796	6652
1451	7801	6646
1452	7806	6640
1453	7811	6635
1454	7816	6629
1455	7820	6623
1456	7825	6616
1457	7830	6611
1458	7835	6605
1459	7839	6599
1460	7844	6593
1461	7849	6587
1462	7854	6581
1463	7859	6576
1464	7864	6570
1465	7868	6564
1466	7873	6558
1467	7878	6552
1468	7882	6546
1469	7886	6540
1470	7891	6534
1471	7896	6528
1472	7901	6522
1473	7905	6516
1474	7910	6510
1475	7915	6504
1476	7919	6498
1477	7924	6493
1478	7929	6487
1479	7934	6481
1480	7938	6475
1481	7943	6469
1482	7948	6463
1483	7952	6457
1484	7957	6451
1485	7961	6445
1486	7966	6440
1487	7971	6433
1488	7975	6427
1489	7980	6421
1490	7985	6415
1491	7989	6410
1492	7994	6404
1493	7999	6398
1494	8004	6392
1495	8009	6387
1496	8014	6381
1497	8019	6375
1498	8023	6369
1499	8028	6363
1500	8033	6358
1501	8038	6352
1502	8042	6346
1503	8047	6340
1504	8052	6334
1505	8057	6329
1506	8061	6323
1507	8066	6317
1508	8071	6311
1509	8076	6306
1510	8081	6300
1511	8085	6294
1512	8090	6288
1513	8094	6282
1514	8099	6276
1515	8104	6270
1516	8108	6264
1517	8113	6258
1518	8117	6252
1519	8122	6246
1520	8127	6240
1521	8132	6235
1522	8136	6229
1523	8141	6223
1524	8145	6217
1525	8150	6211
1526	8155	6205
1527	8159	6199
1528	8164	6194
1529	8168	6187
1530	8173	6182
1531	8178	6176
1532	8183	6170
1533	8187	6164
1534	8192	6159
1535	8197	6153
1536	8202	6147
1537	8207	6142
1538	8212	6136
1539	8216	6130
1540	8221	6124
1541	8225	6118
1542	8230	6112
1543	8234	6106
1544	8240	6101
1545	8245	6096
1546	8250	6090
1547	8255	6085
1548	8260	6079
1549	8265	6073
1550	8269	6067
1551	8274	6062
1552	8279	6056
1553	8284	6050
1554	8289	6044
1555	8293	6038
1556	8299	6034
1557	8304	6028
1558	8309	6022
1559	8314	6017
1560	8319	6011
1561	8324	6006
1562	8329	6000
1563	8334	5994
1564	8339	5989
1565	8344	5983
1566	8349	5978
1567	8354	5972
1568	8359	5967
1569	8363	5961
1570	8368	5955
1571	8373	5949
1572	8378	5944
1573	8383	5938
1574	8388	5933
1575	8393	5927
1576	8399	5922
1577	8403	5916
1578	8409	5911
1579	8414	5905
1580	8419	5900
1581	8424	5894
1582	8429	5889
1583	8434	5883
1584	8439	5878
1585	8445	5873
1586	8450	5867
1587	8454	5862
1588	8460	5856
1589	8465	5851
1590	8470	5846
1591	8476	5841
1592	8482	5836
1593	8488	5831
1594	8494	5826
1595	8500	5821
1596	8505	5815
1597	8510	5810
1598	8516	5805
1599	8521	5799
1600	8527	5794
1601	8532	5789
1602	8537	5783
1603	8542	5778
1604	8548	5773
1605	8552	5767
1606	8558	5762
1607	8562	5756
1608	8567	5750
1609	8573	5745
1610	8578	5740
1611	8583	5734
1612	8589	5729
1613	8593	5723
1614	8598	5718
1615	8604	5713
1616	8609	5707
1617	8613	5701
1618	8618	5696
1619	8623	5690
1620	8628	5684
1621	8633	5679
1622	8639	5674
1623	8644	5668
