iter	MAE
365	0.1845482371
366	0.1844211198
367	0.1843440661
368	0.1842855168
369	0.184172564
370	0.1841058365
371	0.1840304079
372	0.1839631012
373	0.183899842
374	0.1837393361
375	0.1836841725
376	0.1835922433
377	0.1835179797
378	0.183399153
379	0.1833214352
380	0.1832551131
381	0.1831852299
382	0.1831353479
383	0.1830521597
384	0.1829720002
385	0.1829193654
386	0.1828496124
387	0.1828043452
388	0.1827323422
389	0.1826739499
390	0.182597527
391	0.1825119415
392	0.1824509942
393	0.1822619945
394	0.1821863913
395	0.1821421276
396	0.1820753705
397	0.1819831699
398	0.1819236178
399	0.1818641054
400	0.1817816794
401	0.1817436392
402	0.1816965688
403	0.1816043168
404	0.1814930365
405	0.1814302293
406	0.1811607213
407	0.1810710925
408	0.1809343819
409	0.1808485535
410	0.1807921423
411	0.1807066385
412	0.180648243
413	0.1805901377
414	0.1805046536
415	0.1804376992
416	0.180396159
417	0.1803316015
418	0.1802519783
419	0.1801950154
420	0.1801314774
421	0.1800659941
422	0.1799990253
423	0.1799424405
424	0.1798760277
425	0.1798172882
426	0.1797395551
427	0.1796840176
428	0.1796470443
429	0.1795211995
430	0.1794455614
431	0.1793655122
432	0.1793239072
433	0.1791931412
434	0.1790829808
435	0.17900985
436	0.1789259519
437	0.1788431909
438	0.1787905061
439	0.1786898553
440	0.1786326647
441	0.1785875687
442	0.1785456943
443	0.1784995627
444	0.1784225617
445	0.1782776923
446	0.1782294539
447	0.1781896696
448	0.1781265944
449	0.178063057
450	0.1780293859
451	0.1778399191
452	0.17779399
453	0.1777385811
454	0.1776774931
455	0.177626307
456	0.1775621587
457	0.1775268754
458	0.1774952526
459	0.1774319687
460	0.1773992346
461	0.1772736343
462	0.1772275505
463	0.177101984
464	0.1770365752
465	0.176969826
466	0.1768927283
467	0.1768536814
468	0.1767690353
469	0.17673693
470	0.1766240209
471	0.1765446694
472	0.1764696889
473	0.1764030891
474	0.1763298113
475	0.1762452988
476	0.1761752293
477	0.1761398273
478	0.1761025838
479	0.1760294787
480	0.1759777874
481	0.1759080498
482	0.1758591307
483	0.1757856654
484	0.1757259088
485	0.1756645407
486	0.1756034351
487	0.1755508452
488	0.1753208751
489	0.1752822652
490	0.1751716414
491	0.175098492
492	0.1750410358
493	0.1749993515
494	0.1748680148
495	0.174824391
496	0.1747929385
497	0.17471958
498	0.1746332772
499	0.1745426146
500	0.1744935291
501	0.1744521296
502	0.1744099785
503	0.1743756671
504	0.1743282264
505	0.1742943591
506	0.174236431
507	0.1742044905
508	0.1741678686
509	0.1740820643
510	0.1739794904
511	0.1739417585
512	0.1738826881
513	0.1738336686
514	0.1737043809
515	0.1736632643
516	0.1736168787
517	0.1735860262
518	0.1735602264
519	0.1734297671
520	0.1733653956
521	0.1733157171
522	0.1732313463
523	0.1731983561
524	0.1731154839
525	0.1730359608
526	0.1729723982
527	0.1729239939
528	0.1728511783
529	0.1728035549
530	0.1727037491
531	0.172632588
532	0.1725696449
533	0.1725020055
534	0.1724667249
535	0.1724227043
536	0.1723715664
537	0.17232397
538	0.1722943944
539	0.1722476196
540	0.1722174365
541	0.1721919542
542	0.1721435747
543	0.1721032452
544	0.1720694751
545	0.1720402172
546	0.1720070434
547	0.1719555686
548	0.1719072241
549	0.1718648439
550	0.1718301638
551	0.1717052014
552	0.1716649316
553	0.1715917812
554	0.1715117121
555	0.1714430486
556	0.1713938455
557	0.1713657953
558	0.1713222971
559	0.1712777696
560	0.1712568069
561	0.1712192569
562	0.1711876015
563	0.1711427137
564	0.1710540733
565	0.1710148846
566	0.1709569213
567	0.1708915658
568	0.1708386296
569	0.1707744289
570	0.1707170477
571	0.1706402302
572	0.1706041157
573	0.1705459896
574	0.1704729908
575	0.170432004
576	0.1703707103
577	0.1703310353
578	0.1702995244
579	0.170257957
580	0.1702053438
581	0.1701467227
582	0.1700750243
583	0.1700069158
584	0.1699792225
585	0.1699458676
586	0.1698978532
587	0.169841365
588	0.169692006
589	0.1696409787
590	0.169575346
591	0.1695561839
592	0.1695181326
593	0.1694488867
594	0.169428832
595	0.1693744123
596	0.1693415684
597	0.1692168444
598	0.169159024
599	0.1691220016
600	0.1690853344
601	0.1689368749
602	0.1689064781
603	0.168837413
604	0.1687964915
605	0.1687734164
606	0.1687332424
607	0.168687985
608	0.1686001187
609	0.1685476995
610	0.1685250441
611	0.1684952121
612	0.1684418749
613	0.1684064024
614	0.168361614
615	0.1683289479
616	0.1683021847
617	0.1682804104
618	0.1682568257
619	0.1681916956
620	0.1681412734
621	0.1680760978
622	0.1680436793
623	0.168014395
624	0.1679771202
625	0.1679168983
626	0.1678788941
627	0.1678497901
628	0.1677841825
629	0.1677519184
630	0.1676982511
631	0.1676385027
632	0.167606046
633	0.167568437
634	0.16746017
635	0.1674155483
636	0.167381215
637	0.1673018419
638	0.1672178101
639	0.1671806224
640	0.1671580724
641	0.1671021521
642	0.1670714608
643	0.1670403586
644	0.1670002672
645	0.166958588
646	0.1668853803
647	0.1668179889
648	0.1667833162
649	0.1667574418
650	0.1667134782
651	0.1666840102
652	0.1666481606
653	0.1666160801
654	0.1665425757
655	0.1664390056
656	0.1664158436
657	0.1663960192
658	0.166368271
659	0.166341507
660	0.1663099291
661	0.1662534651
662	0.1661945501
663	0.1661650821
664	0.1661328205
665	0.1660911909
666	0.166053536
667	0.1660041114
668	0.1659367538
669	0.1658983484
670	0.1658445812
671	0.1657846312
672	0.1657687305
673	0.1657272807
674	0.1657047972
675	0.1656714818
676	0.1656330727
677	0.1655864927
678	0.1655407249
679	0.1654985577
680	0.1654648368
681	0.1654177629
682	0.1653669517
683	0.1653351009
684	0.1653015314
685	0.16522833
686	0.1651857752
687	0.165148447
688	0.1651169356
689	0.1650929373
690	0.1650375631
691	0.164984648
692	0.1649453738
693	0.1648837671
694	0.1648523083
695	0.1648328565
696	0.1646689047
697	0.1646497483
698	0.1646132069
699	0.1645778643
700	0.1645303192
701	0.1644624941
702	0.1644426239
703	0.1643797171
704	0.1643108398
705	0.1642751696
706	0.1642484529
707	0.1641766202
708	0.1641357507
709	0.1641058316
710	0.1640516252
711	0.1639802496
712	0.1639017673
713	0.1638825671
714	0.1638471336
715	0.1638168798
716	0.1637604784
717	0.1637199723
718	0.163688157
719	0.1636618984
720	0.1636144899
721	0.1635727149
722	0.1635445938
723	0.1634879169
724	0.1634416941
725	0.163334906
726	0.1632972731
727	0.1631954443
728	0.1631808243
729	0.1631507621
730	0.1630890656
731	0.1630627551
732	0.1630400867
733	0.1630133967
734	0.1629745753
735	0.1628501859
736	0.1628311019
737	0.1627992133
738	0.1627447297
739	0.162713541
740	0.1625868364
741	0.1625518787
742	0.162532567
743	0.1624969742
744	0.1624693258
745	0.1624532243
746	0.162434721
747	0.1624007924
748	0.1623533687
749	0.1623212689
750	0.1622722054
751	0.1622511964
752	0.1622014177
753	0.1621591702
754	0.1621453005
755	0.162094578
756	0.1620447477
757	0.1620045895
758	0.1619627239
759	0.1619363196
760	0.1618541948
761	0.1618317281
762	0.1617993107
763	0.1617167978
764	0.1616675627
765	0.1616344525
766	0.1616087164
767	0.1615705935
768	0.1615487088
769	0.1615188268
770	0.1614434886
771	0.1614115396
772	0.1612962529
773	0.1612237356
774	0.1611680372
775	0.161131507
776	0.1611083015
777	0.1610715644
778	0.1610448457
779	0.160984841
780	0.1609469447
781	0.1609266772
782	0.1608962704
783	0.1608718173
784	0.1608191039
785	0.160777261
786	0.1607499089
787	0.160694512
788	0.160663766
789	0.1606056305
790	0.1605635992
791	0.1605416028
792	0.1605014508
793	0.1604498297
794	0.1604215903
795	0.1603717954
796	0.1603270296
797	0.1603032096
798	0.1602743374
799	0.1602403017
800	0.160183722
801	0.1601590186
802	0.1601327705
803	0.160058531
804	0.1600203534
805	0.1599910302
806	0.1598925307
807	0.1598674896
808	0.159835889
809	0.1597998034
810	0.1597794661
811	0.1597503659
812	0.1596926296
813	0.159660817
814	0.1596174413
815	0.1595718349
816	0.1595519593
817	0.1595178536
818	0.159481301
819	0.1594609019
820	0.159440664
821	0.1594145861
822	0.1593851778
823	0.1593261978
824	0.1593008986
825	0.1592598048
826	0.1592404947
827	0.1592118589
828	0.1591767168
829	0.1591585719
830	0.1591245861
831	0.1590705346
832	0.159028805
833	0.158987274
834	0.1589733826
835	0.1589334216
836	0.1588918502
837	0.1588345537
838	0.1587995203
839	0.1587391665
840	0.1587067621
841	0.1586651342
842	0.1586460571
843	0.1585611873
844	0.1585462879
845	0.1585114284
846	0.1584771557
847	0.158427547
848	0.1584012787
849	0.1583727066
850	0.1583539061
851	0.1583238127
852	0.1582930489
853	0.1582594312
854	0.1581992228
855	0.1581320967
856	0.1581125447
857	0.1580812577
858	0.1580319076
859	0.1579868965
860	0.1579744041
861	0.1579371006
862	0.1578917126
863	0.1578476861
864	0.1577813225
865	0.1577246957
866	0.15768403
867	0.1576606318
868	0.1576273055
869	0.1576010863
870	0.1575506784
871	0.1575218057
872	0.1574191709
873	0.1573840186
874	0.1573499408
875	0.1573283345
876	0.1572641546
877	0.157169988
878	0.1571168058
879	0.1570937111
880	0.1570674945
881	0.1570471203
882	0.1570128781
883	0.1569836595
884	0.1569240077
885	0.1568658122
886	0.1568455166
887	0.1568100826
888	0.1567935733
889	0.1567248128
890	0.1566702322
891	0.1566460064
892	0.1566231843
893	0.1565834888
894	0.1565331181
895	0.1565087482
896	0.1564876277
897	0.1564686926
898	0.1563898894
899	0.1563394451
900	0.1563152775
901	0.156293278
902	0.1562694444
903	0.1562057425
904	0.1561762783
905	0.156132652
906	0.1560953144
907	0.1560573994
908	0.1560339667
909	0.1560014815
910	0.1559381786
911	0.1558844704
912	0.1558516816
913	0.1558147605
914	0.155798057
915	0.1557309345
916	0.1556743281
917	0.1556356364
918	0.1556197448
919	0.1556045376
920	0.1555824523
921	0.155560698
922	0.155540255
923	0.1554931914
924	0.1554763705
925	0.155408944
926	0.1553781362
927	0.1553504005
928	0.1553226612
929	0.1552916195
930	0.1552721225
931	0.1552203643
932	0.1551986906
933	0.1551424761
934	0.1551085996
935	0.1550869067
936	0.1550345062
937	0.1550172189
938	0.1549853779
939	0.1549684346
940	0.1548938279
941	0.1548633741
942	0.1548221684
943	0.1547835788
944	0.1547598284
945	0.1547404075
946	0.1547199428
947	0.1546823837
948	0.1546582601
949	0.154629695
950	0.1546037504
951	0.154540571
952	0.1544927647
953	0.1544509166
954	0.1544237039
955	0.154398487
956	0.1543669048
957	0.1543382325
958	0.1543202901
959	0.15428572
960	0.1542587355
961	0.1542303551
962	0.1542100016
963	0.154177015
964	0.1540922004
965	0.1540594784
966	0.1540324909
967	0.1539962065
968	0.1539650115
969	0.1539420151
970	0.1539081975
971	0.1538790927
972	0.1538451208
973	0.1538124243
974	0.1537838681
975	0.1537296992
976	0.153711361
977	0.1536790544
978	0.1536354792
979	0.1536157666
980	0.1535844637
981	0.1535465363
982	0.1535145972
983	0.1534960672
984	0.1534678425
985	0.1534390497
986	0.153406959
987	0.1533849899
988	0.1533552836
989	0.1533336839
990	0.153297644
991	0.153271234
992	0.153224613
993	0.1532102503
994	0.1531820071
995	0.1531296627
996	0.1530981031
997	0.1530417318
998	0.1530169428
999	0.1529992794
1000	0.1529194866
1001	0.1529066616
1002	0.1528581275
1003	0.1528295151
1004	0.1527959428
1005	0.1527768013
1006	0.1527311843
1007	0.1527118143
1008	0.1526560109
1009	0.1525874335
1010	0.1525562941
1011	0.1525362553
1012	0.1525093185
1013	0.1524712598
1014	0.1524191533
1015	0.1523877267
1016	0.1523577904
1017	0.15231352
1018	0.1522910092
1019	0.1522674081
1020	0.152240553
1021	0.152199641
1022	0.1521808948
1023	0.1521682474
1024	0.1521491753
1025	0.1521231
1026	0.1520979756
1027	0.1520627526
1028	0.1520439359
1029	0.1520141901
1030	0.1519705738
1031	0.151957212
1032	0.1519266988
1033	0.1519072699
1034	0.1518680337
1035	0.1518562641
1036	0.1518112029
1037	0.1517946517
1038	0.1517534153
1039	0.1517136161
1040	0.1517040195
1041	0.1516793751
1042	0.1516590715
1043	0.1516392972
1044	0.1515808991
1045	0.1515500787
1046	0.1515344197
1047	0.1515168724
1048	0.151485719
1049	0.151436938
1050	0.1514112285
1051	0.1513791731
1052	0.1513358029
1053	0.1512867587
1054	0.1512487223
1055	0.1512207103
1056	0.1512085867
1057	0.1511589362
1058	0.1511199905
1059	0.1510870932
1060	0.1510495671
1061	0.1510221276
1062	0.1509777799
1063	0.1509419864
1064	0.1509052971
1065	0.1508616267
1066	0.1508415122
1067	0.1508107177
1068	0.150790537
1069	0.1507676949
1070	0.1507463997
1071	0.150730233
1072	0.1506926384
1073	0.1506628994
1074	0.1506227182
1075	0.1505999323
1076	0.1505743442
1077	0.150528614
1078	0.1505010007
1079	0.1504825155
1080	0.1504726431
1081	0.1504476665
1082	0.1504314125
1083	0.1504152426
1084	0.1503967498
1085	0.1503703101
1086	0.1503516489
1087	0.1503054791
1088	0.1502489477
1089	0.1502275617
1090	0.1502025875
1091	0.1501823533
1092	0.1501502506
1093	0.15012162
1094	0.1500895752
1095	0.1500721429
1096	0.1500480398
1097	0.1500192213
1098	0.1499318358
1099	0.1499046689
1100	0.1498806698
1101	0.1498522305
1102	0.1498142445
1103	0.1497862679
1104	0.149747316
1105	0.1497050441
1106	0.1496859041
1107	0.1496573532
1108	0.1496215976
1109	0.1495223465
1110	0.1494924326
1111	0.149478288
1112	0.1494493002
1113	0.1494103985
1114	0.1493739392
1115	0.1493534722
1116	0.1493216461
1117	0.1492817517
1118	0.1492517227
1119	0.1492055776
1120	0.1491713459
1121	0.1491487989
1122	0.1491165457
1123	0.1490791816
1124	0.1490503124
1125	0.1490237452
1126	0.1489960478
1127	0.1489776488
1128	0.148953903
1129	0.148923925
1130	0.1488506573
1131	0.148802068
1132	0.1487682137
1133	0.1487426793
1134	0.1486991078
1135	0.1486574177
1136	0.1486203563
1137	0.1485682532
1138	0.1485379061
1139	0.1485281556
1140	0.1484979172
1141	0.1484784125
1142	0.1484615235
1143	0.1484440542
1144	0.1484048333
1145	0.1483899335
1146	0.1483690479
1147	0.1483224173
1148	0.1482727126
1149	0.1482435287
1150	0.1482157082
1151	0.1481829084
1152	0.1481602406
1153	0.1481221873
1154	0.1480904853
1155	0.1480571311
1156	0.1480399364
1157	0.148020977
1158	0.1479937851
1159	0.1479728942
1160	0.1479489197
1161	0.1478873246
1162	0.1478539492
1163	0.1478065086
1164	0.1477712815
1165	0.1476905479
1166	0.1476651746
1167	0.1476428699
1168	0.1476182545
1169	0.1476027009
1170	0.1475700344
1171	0.1475445973
1172	0.1475142451
1173	0.1474695991
1174	0.1474379688
1175	0.1474015121
1176	0.1473595834
1177	0.1473401899
1178	0.1473146299
1179	0.1472929129
1180	0.1472800812
1181	0.147259158
1182	0.147216592
1183	0.1471892033
1184	0.1471589186
1185	0.1471287283
1186	0.1471060799
1187	0.1470859837
1188	0.1470571966
1189	0.1470173559
1190	0.1470035713
1191	0.1469684956
1192	0.1469560949
1193	0.1468723362
1194	0.1468418863
1195	0.1467763334
1196	0.146709284
1197	0.1467009038
1198	0.1466704816
1199	0.1466435665
1200	0.1465988975
1201	0.1465840656
1202	0.1465570776
1203	0.1465330356
1204	0.1465088972
1205	0.1464858865
1206	0.1464572417
1207	0.1464405467
1208	0.1463613168
1209	0.1463497534
1210	0.1463217542
1211	0.1463005342
1212	0.1462618817
1213	0.1462488483
1214	0.1462375183
1215	0.1462275635
1216	0.1461817404
1217	0.1461593377
1218	0.1461436548
1219	0.1461086954
1220	0.1460830258
1221	0.1460632029
1222	0.1460353659
1223	0.1460139329
1224	0.1459849209
1225	0.1459695638
1226	0.1459477516
1227	0.1459084825
1228	0.145857776
1229	0.1458409848
1230	0.1458262352
1231	0.1458025628
1232	0.1457708357
1233	0.1457402002
1234	0.1457133472
1235	0.1456824222
1236	0.1456610079
1237	0.145616589
1238	0.1455949063
1239	0.1455739131
1240	0.1455547439
1241	0.1455298617
1242	0.1455109883
1243	0.1454978659
1244	0.1454668791
1245	0.1454473391
1246	0.1453668281
1247	0.1453455906
1248	0.1453244213
1249	0.1452932794
1250	0.1452738902
1251	0.1452528214
1252	0.1452243687
1253	0.1451833369
1254	0.1451523862
1255	0.1451323999
1256	0.1451190179
1257	0.1451033518
1258	0.1450925852
1259	0.1450833744
1260	0.1450536439
1261	0.1450293352
1262	0.1449851306
1263	0.1449676593
1264	0.144941331
1265	0.1449179364
1266	0.1448943125
1267	0.1448642178
1268	0.1448029426
1269	0.1447908804
1270	0.144777816
1271	0.1447290399
1272	0.1447073582
1273	0.1446878364
1274	0.1446299256
1275	0.1445862485
1276	0.1445390891
1277	0.1444986673
1278	0.144451491
1279	0.1444356621
1280	0.1443816259
1281	0.1443552108
1282	0.1443297743
1283	0.144305904
1284	0.1442916709
1285	0.1442679518
1286	0.14424162
1287	0.1442150082
1288	0.1441739663
1289	0.1441561861
1290	0.1441426958
1291	0.1441124343
1292	0.1440992844
1293	0.144062763
1294	0.1440470443
1295	0.1440198038
1296	0.1440005207
1297	0.143936717
1298	0.1439179141
1299	0.1438963779
1300	0.1438630287
1301	0.1438359932
1302	0.1437640642
1303	0.1437096119
1304	0.143684703
1305	0.1436683772
1306	0.143646159
1307	0.1435996047
1308	0.1435699033
1309	0.1435498575
1310	0.143527077
1311	0.1434787692
1312	0.1434653723
1313	0.1434392088
1314	0.1434202956
1315	0.1433872083
1316	0.1433327694
1317	0.1433170719
1318	0.1433034174
1319	0.1432723946
1320	0.1432489301
1321	0.1432363697
1322	0.1432160728
1323	0.1431996474
1324	0.1431876949
1325	0.1431549845
1326	0.1431290303
1327	0.1431009465
1328	0.1430840269
1329	0.1430736924
1330	0.1430589424
1331	0.1430382134
1332	0.1430147148
1333	0.1429847714
1334	0.1429606662
1335	0.1429119375
1336	0.1428806661
1337	0.1428639323
1338	0.142855804
1339	0.1428211468
1340	0.1427893478
1341	0.1427574504
1342	0.1427359833
1343	0.1427263249
1344	0.1427127085
1345	0.1426903204
1346	0.1426584426
1347	0.1426409536
1348	0.1426269471
1349	0.1425995219
1350	0.1425833346
1351	0.142566474
1352	0.1425572062
1353	0.1425466146
1354	0.1424329546
1355	0.142404965
1356	0.1423848365
1357	0.1423769205
1358	0.1423580876
1359	0.142337302
1360	0.1423133167
1361	0.1422997239
1362	0.1422818322
1363	0.1422634855
1364	0.1422501169
1365	0.1422410163
1366	0.1422190125
1367	0.1422072793
1368	0.1421885357
1369	0.1421631942
1370	0.1421532999
1371	0.1421005183
1372	0.1420806819
1373	0.1420355837
1374	0.1419901959
1375	0.1419469134
1376	0.1419067803
1377	0.1418934862
1378	0.1418546601
1379	0.1418344024
1380	0.1418229988
1381	0.1418035884
1382	0.1417625747
1383	0.1417375849
1384	0.1417213098
1385	0.1417094063
1386	0.1416876925
1387	0.1416689079
1388	0.141647021
1389	0.1416174035
1390	0.1415959033
1391	0.141563789
1392	0.1415455361
1393	0.1414969529
1394	0.1414542879
1395	0.1414365179
1396	0.141420319
1397	0.1414096584
1398	0.1413858261
1399	0.1413677681
1400	0.1413551193
1401	0.1413304519
1402	0.1413149543
1403	0.1412946156
1404	0.1412713437
1405	0.1412619756
1406	0.1412418372
1407	0.1412301693
1408	0.1412060812
1409	0.1411736714
1410	0.141149847
1411	0.1411410831
1412	0.1411351359
1413	0.1411192888
1414	0.1410514427
1415	0.141044129
1416	0.1410157957
1417	0.1410020888
1418	0.1409420448
1419	0.1409070864
1420	0.140886919
1421	0.1408619443
1422	0.1408481126
1423	0.1408230454
1424	0.1408005716
1425	0.1407785802
1426	0.1407603773
1427	0.140744255
1428	0.1407175205
1429	0.14069876
1430	0.1406388885
1431	0.1406253983
1432	0.140609
1433	0.1405956355
1434	0.1405797437
1435	0.1405557136
1436	0.1405152325
1437	0.140495584
1438	0.1404571669
1439	0.1404339519
1440	0.1404141957
1441	0.1403872578
1442	0.1403631125
1443	0.140342027
1444	0.1403327172
1445	0.1402917975
1446	0.1402801383
1447	0.1402383228
1448	0.1402139652
1449	0.1401616673
1450	0.1401355375
1451	0.1401106049
1452	0.1400724987
1453	0.1400151036
1454	0.1399946479
1455	0.1399766688
1456	0.139948085
1457	0.139924339
1458	0.139906692
1459	0.1398617588
1460	0.1398354905
1461	0.1398201257
1462	0.1397701675
1463	0.1397473752
1464	0.1397304449
1465	0.1397185916
1466	0.1397074534
1467	0.1396940205
1468	0.1396730288
1469	0.1396605374
1470	0.139607747
1471	0.1395741386
1472	0.1395501841
1473	0.1395268923
1474	0.1395050847
1475	0.1394388097
1476	0.1394265882
1477	0.139407343
1478	0.1393774409
1479	0.1393551307
1480	0.139340985
1481	0.1393103806
1482	0.1392612538
1483	0.1392266991
1484	0.139215044
1485	0.1391983518
1486	0.1391754887
1487	0.139161975
1488	0.1391470251
1489	0.1391398135
1490	0.1391125377
1491	0.1390818107
1492	0.1390656269
1493	0.1390442655
1494	0.1390234877
1495	0.138968363
1496	0.1389539102
1497	0.1389352136
1498	0.1389184258
1499	0.1388871321
1500	0.1388645706
1501	0.138849295
1502	0.1388119998
1503	0.138791939
1504	0.1387671077
1505	0.1387503963
1506	0.1387381902
1507	0.1386918467
1508	0.1386720345
1509	0.1386418149
1510	0.1386120387
1511	0.1385932672
1512	0.1385797317
1513	0.1385582731
1514	0.138540524
