ID,Mark,MarkId,Model,ModelId,Modification,CategoryId,Price_USD,Price_UAH,Main_Currency,Auction_Possible,Year,Age,Mileage_K,Mileage_Per_Year,Engine_Volume,Fuel_Name,Fuel_Id,Gearbox_Name,Gearbox_Id,Body_Name,Body_Id,Color_Name,Color_Id,Drive_Name,Drive_Id,Wheel_Name,SeatsNumber,DoorsNumber,Custom,Country_Origin_Id,ConditionId,StatusId,Is_Crashed,Damage_Description,Has_VIN,Is_Checked_VIN,VIN,Has_Plate,Is_Checked_Plate,State_Id,State_Name,City_Id,City,UserId,Is_Dealer,PartnerId,Seller_Type,Phone_Verified,Exchange_Possible,Exchange_Type,Add_Date,Update_Date,Expire_Date,Is_Sold,From_Archive,On_Moderation,Views_Total,Views_Today,Bookmarks_Count,Chips_Count,Top_Level,Top_Label,Hot_Type,Photos_Count,With_Video,Description_Length,Options_Count,Desc_Urgent,Desc_Bargain,Desc_First_Owner,Desc_Ideal
39921882,Toyota,79,RAV4,715,,1,6900,308706,USD,True,1999,27,201,7.444444444444445,0.0,"Бензин, 2 л.",1,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,JT171SC1000195622,False,False,24,Черкаська,525,Черкаси,779407,False,0,,False,True,Будь-який,2026-06-23 06:34:09,2026-06-23 06:34:09,2026-07-23 06:34:09,False,False,False,0,0,0,0,102,0,,57,False,0,0,False,False,False,False
40168159,Mercedes-Benz,48,AMG GT,424,,1,235000,10513900,USD,True,2024,2,19,9.5,0.0,"Бензин, 3.98 л.",1,Автомат,0,,6,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,W1KRJ7JB1RF001588,False,False,10,Київська,10,Київ,8046106,False,0,,False,True,Будь-який,2026-07-17 17:18:08,2026-07-17 17:29:06,2026-08-16 17:18:08,False,False,False,0,0,0,0,100,0,,36,False,0,0,False,False,False,False
40167408,Audi,6,Q5,3222,,1,25300,1131922,USD,True,2021,5,131,26.2,0.0,"Гібрид (MHEV), 2 л.",11,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,WA1BAAFY3M2023107,False,False,18,Волинська,50,Луцьк,520533,False,0,,False,False,Будь-який,2026-07-17 14:52:04,2026-07-17 15:04:25,2026-08-16 14:52:04,False,False,False,0,0,0,0,97,0,,50,False,0,0,False,False,False,False
39547226,Audi,6,Q5,3222,,1,16499,738165,USD,False,2016,10,160,16.0,0.0,"Бензин, 2 л.",1,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,WA1L2AFP2GA036904,False,False,5,Львівська,306,Львів,2394636,False,0,,False,False,Будь-який,2026-07-16 23:24:05,2026-07-16 23:24:05,2026-08-15 23:24:05,False,False,False,0,0,0,0,96,0,,66,False,0,0,False,False,False,False
40059228,Audi,6,Q5,3222,,1,15900,711366,USD,False,2014,12,296,24.666666666666668,0.0,"Дизель, 1.97 л.",2,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,WAUZZZ8R4FA029019,False,False,5,Львівська,305,Львів,2492364,False,0,,False,False,Будь-який,2026-07-15 20:06:07,2026-07-16 10:56:06,2026-08-21 22:58:17,False,False,False,0,0,0,0,92,0,,29,False,0,0,False,False,False,False
40098785,Mercedes-Benz,48,G-Class,3048,,1,46000,2058040,USD,True,2013,13,160,12.307692307692308,0.0,"Бензин, 5.5 л.",1,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,WDB4632721X207140,False,False,11,Дніпропетровська,11,Дніпро (Дніпропетровськ),17228661,False,0,,False,False,Будь-який,2026-07-01 23:28:05,2026-07-17 15:34:38,2026-07-31 23:28:05,False,False,False,0,0,0,0,86,0,,39,False,0,0,False,False,False,False
40167756,Nissan,55,Juke,24932,,1,9999,447355,USD,False,2014,12,147,12.25,0.0,"Бензин, 1.6 л.",1,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,JN8AF5MV1FT553905,False,False,12,Одеська,12,Одеса,5638187,False,0,,False,True,Будь-який,2026-07-17 16:02:09,2026-07-17 16:02:09,2026-08-16 16:02:10,False,False,False,0,0,0,0,77,0,,42,False,0,0,False,False,False,False
39761844,Audi,6,Q5,3222,,1,15000,671100,USD,True,2014,12,204,17.0,0.0,"Бензин, 1.98 л.",1,Автомат,0,,5,,0,Повний,1,,0,0,0,0,0,0,False,,False,False,WA1LFAFP4EA113791,False,False,10,Київська,10,Київ,3591202,False,0,,False,False,Будь-який,2026-06-18 21:01:22,2026-07-13 22:18:14,2026-07-18 21:01:22,False,False,False,0,0,0,0,75,0,,38,False,0,0,False,False,False,False
