iter	MAPE	RMSE
109	0.02267704648	0.3041309538
110	0.02263468982	0.3036311808
111	0.02260493074	0.3032151165
112	0.02257028878	0.3027475573
113	0.02254996748	0.3024328651
114	0.02251327747	0.3019769387
115	0.02249379162	0.3016301043
116	0.02246359609	0.3012499475
117	0.02243610618	0.3008860191
118	0.02239578384	0.3004743097
119	0.02238280526	0.3002094503
120	0.02234021418	0.2997263318
121	0.02232345116	0.2995240961
122	0.02230178083	0.2991455908
123	0.0222803488	0.2988657846
124	0.02224874747	0.2985271065
125	0.02221407859	0.2981084927
126	0.02218248784	0.2977012466
127	0.02214476493	0.2973427363
128	0.02210249891	0.2968541098
129	0.02207887803	0.2965119071
130	0.02205332729	0.2961974099
131	0.02202055054	0.2958009285
132	0.02197723136	0.2953005747
133	0.02194375409	0.2948938363
134	0.02191864639	0.2946048808
135	0.02189556725	0.2943592116
136	0.02188042183	0.2941440387
137	0.02186097797	0.2939291791
138	0.02183456923	0.293592345
139	0.02181044238	0.2931737829
140	0.0217951279	0.2929354379
141	0.02177088815	0.2925522438
142	0.02174579562	0.2922439566
143	0.02173038422	0.292095326
144	0.02168822818	0.2915759809
145	0.02166943285	0.2913162523
146	0.02164102868	0.2910288418
147	0.02162978841	0.2908259665
148	0.02160343065	0.2905428973
149	0.0215600586	0.289956833
150	0.02154220985	0.2897138369
151	0.02152598628	0.2895008072
152	0.02150043799	0.2891276386
153	0.02149017832	0.2889942543
154	0.02147661747	0.288800439
155	0.0214313419	0.2882776325
156	0.02141150335	0.2880451069
157	0.02139924574	0.2879037951
158	0.02137993454	0.2876343837
159	0.02136052751	0.2873715753
160	0.0213374202	0.2870374613
161	0.02131473117	0.2867494951
162	0.02127689556	0.2861658719
163	0.02124837593	0.2858154275
164	0.02119892188	0.2852746317
165	0.02117435933	0.2850079186
166	0.02116691564	0.2848603223
167	0.02114582446	0.284593765
168	0.02112519939	0.2843109549
169	0.02111309645	0.2841341986
170	0.02107250711	0.2837099113
171	0.02105026103	0.2834207705
172	0.02103290819	0.283210184
173	0.02101897238	0.2830128417
174	0.02100780214	0.2828359611
175	0.02098012865	0.2824568427
176	0.02095906871	0.2822061911
177	0.02093988425	0.2819907409
178	0.02091037532	0.2816502723
179	0.02087915353	0.2812677372
180	0.02085341736	0.2808952586
181	0.02083770945	0.2806962287
182	0.02082005892	0.2804324763
183	0.02079602408	0.2801191257
184	0.02078183078	0.279921433
185	0.02075698257	0.279566111
186	0.02073525981	0.279262126
187	0.02072643091	0.2790991075
188	0.02070093144	0.2786607672
189	0.02066880337	0.2782181675
190	0.02064351009	0.2778570722
191	0.02062794549	0.2776004104
192	0.02062447561	0.2775046999
193	0.02060812908	0.2772967383
194	0.02058883214	0.2770747051
195	0.02056796306	0.276758222
196	0.02055518452	0.2765709289
197	0.0205478346	0.276427771
198	0.02053030777	0.2761746084
199	0.02051900119	0.2759953687
200	0.02048757392	0.2756173093
201	0.02046451677	0.2753410952
202	0.02045115735	0.2751631065
203	0.02042998753	0.27489447
204	0.02040367192	0.2745460422
205	0.02039012632	0.2743661482
206	0.02037767605	0.2741799271
207	0.02036768578	0.2740103689
208	0.02034738324	0.2737483944
209	0.02033982986	0.2736424664
210	0.02032649419	0.2734259809
211	0.02030604327	0.2731097288
212	0.02029941233	0.2730116177
213	0.0202878281	0.2728021585
214	0.02027287163	0.2726017555
215	0.02024169665	0.2721796971
216	0.02022323155	0.2718970066
217	0.02020969501	0.2717156061
218	0.02018785975	0.2714756222
219	0.02016846495	0.2711748522
220	0.02015495862	0.2709995252
221	0.02014475562	0.270819314
222	0.02011988394	0.2705142754
223	0.02011175417	0.2703711199
224	0.02010566439	0.2702676323
225	0.02010009913	0.2701598265
226	0.02008045423	0.2698917666
227	0.02006719534	0.2697126916
228	0.02005512287	0.2694966371
229	0.02003934754	0.2693175925
230	0.02003084626	0.2691965103
231	0.02001906759	0.2689768669
232	0.02000082802	0.2687501943
233	0.01997760184	0.2684607056
234	0.01996944192	0.268345893
235	0.01995859831	0.2681895063
236	0.01994143856	0.2679293274
237	0.01993582286	0.2678256892
238	0.01991127843	0.267523245
239	0.01990359259	0.2674191514
240	0.01988561491	0.2671452091
241	0.01987662897	0.2669993901
242	0.01986103039	0.2668017162
243	0.01985177487	0.2666777531
244	0.01984492644	0.2665587231
245	0.01983037244	0.2663180877
246	0.019825387	0.2662351758
247	0.01981219558	0.2660492558
248	0.0198057835	0.2658999692
249	0.01978479811	0.2656347106
250	0.01977018185	0.265383587
251	0.0197550911	0.2651532652
252	0.01974415643	0.2649859298
253	0.01973766844	0.2648858618
254	0.0197273498	0.2647539891
255	0.01971775634	0.2645984319
256	0.01970997197	0.2645068306
257	0.01970125728	0.2643749728
258	0.01969678629	0.2642776843
259	0.01967550792	0.2640428466
260	0.01967022209	0.2639447171
261	0.01965373157	0.2637243174
262	0.01964317316	0.263582434
263	0.01962943256	0.2634422027
264	0.01962185177	0.2632813995
265	0.01961531954	0.2631783271
266	0.01959818718	0.2629734828
267	0.01957440287	0.2627054737
268	0.01955572914	0.2624840845
269	0.01953620174	0.2622023861
270	0.01952082836	0.2620316815
271	0.01950884336	0.2618655092
272	0.01950280904	0.2617692163
273	0.01949617633	0.2616147956
274	0.01947436647	0.2613165239
275	0.01946619441	0.2611732576
276	0.01945452364	0.2609998236
277	0.01944942828	0.2609010219
278	0.01944025541	0.2607683617
279	0.01942165331	0.2605534061
280	0.01940618769	0.2603032399
281	0.01940025499	0.2601627868
282	0.01937901601	0.2599193655
283	0.01936539447	0.2597506716
284	0.01934352126	0.2594795968
285	0.01932939339	0.2592924978
286	0.01931845965	0.2591294575
287	0.01931183888	0.2590156576
288	0.01930452591	0.2588913441
289	0.01929972051	0.2588014495
290	0.01929494751	0.2587053731
291	0.01928833767	0.2586108854
292	0.01927679874	0.2584869072
293	0.0192634632	0.2583384366
294	0.01924808873	0.2581284244
295	0.01924263473	0.2580007687
296	0.01922046329	0.2577074367
297	0.01920876957	0.2575333463
298	0.01920217882	0.2574295139
299	0.01919314593	0.2573131708
300	0.0191740907	0.2570479144
301	0.01916650382	0.2568653899
302	0.01914683723	0.2565800591
303	0.01913718391	0.2564415097
304	0.01913123762	0.2563460705
305	0.01912605013	0.2562310314
306	0.01912382994	0.2561913857
307	0.01910603695	0.2559403049
308	0.01909468575	0.2557700435
309	0.01908013552	0.2555111965
310	0.01905403417	0.2552439339
311	0.01904422302	0.2551037515
312	0.01904015629	0.2550497007
313	0.01903067117	0.2549305948
314	0.01902289826	0.2548069394
315	0.01901488348	0.2547116716
316	0.01900442105	0.2545870763
317	0.01899553178	0.2544662733
318	0.01898449733	0.254289095
319	0.01897357359	0.254138564
320	0.0189576671	0.2539857917
321	0.0189449135	0.2538054996
322	0.01893482331	0.2536479938
323	0.01893031165	0.2535452813
324	0.0189284736	0.2535097394
325	0.01891792378	0.2533641393
326	0.01890953767	0.2532454579
327	0.01889721078	0.2530700667
328	0.01888485027	0.2529180917
329	0.01887361538	0.2527352327
330	0.01886942179	0.2526639387
331	0.01885400021	0.2524464168
332	0.01883613758	0.2522187413
333	0.01883270468	0.2521354127
334	0.01882059587	0.2518875712
335	0.01881210277	0.2517850492
336	0.01880297354	0.2515850769
337	0.01879544145	0.2514583084
338	0.01878201974	0.2512461064
339	0.01876844917	0.2510930899
340	0.01875985392	0.2509484919
341	0.01874461895	0.2507275084
342	0.01873237169	0.2505886193
343	0.01872696653	0.2504907046
344	0.01872002584	0.2504082507
345	0.01870071005	0.2501735929
346	0.01869043724	0.2500028025
347	0.01866669144	0.249740815
348	0.01865975537	0.2496239162
349	0.01864928711	0.2495193481
350	0.01863270634	0.2493394624
351	0.01862749801	0.2492301666
352	0.01861822328	0.2490840335
353	0.01861188027	0.2489713763
354	0.01859922588	0.2488027396
355	0.01858632787	0.2486422002
356	0.01858050081	0.2485714897
357	0.01856177609	0.2483843351
358	0.01854485745	0.2481931024
359	0.01853280768	0.2480465456
360	0.01852666062	0.2479639416
361	0.01851748037	0.2478288199
362	0.01850901149	0.2477031781
363	0.0185011961	0.2475587618
364	0.018498901	0.2475237655
365	0.01848826258	0.2472946317
366	0.01847802777	0.2471388516
367	0.01846261244	0.2469449379
368	0.01845439033	0.2468435744
369	0.01844842978	0.2467812532
370	0.01843402978	0.2465822771
371	0.01842536859	0.2464400094
372	0.01841815447	0.2463387699
373	0.0184065299	0.2462019203
374	0.01840082308	0.246116112
375	0.01839617741	0.2460496731
376	0.01838470569	0.2458903963
377	0.01837809348	0.2457606372
378	0.01837350519	0.2456950472
379	0.01836375012	0.2455653011
380	0.0183506206	0.2454184866
381	0.01834228322	0.245318358
382	0.01832940365	0.2451337523
383	0.01832407124	0.2450459597
384	0.01831001355	0.2448453538
385	0.01830624628	0.2447754122
386	0.01829994753	0.2446715329
387	0.0182908944	0.2445568253
388	0.01828475568	0.2444530025
389	0.01827723687	0.2443462596
390	0.01827145207	0.2442784204
391	0.01826433973	0.24417912
392	0.01824777136	0.2439900734
393	0.01823535409	0.2438238994
394	0.01822773862	0.2436942603
395	0.01822195664	0.2436120511
396	0.0182091857	0.2434377693
397	0.01820315478	0.2433751736
398	0.01819957237	0.2433161153
399	0.01819334578	0.2432240534
400	0.01818394004	0.2430685992
401	0.01817405534	0.2429181604
402	0.01816212006	0.2427522767
403	0.0181550874	0.2426581723
404	0.01814959337	0.2425446394
405	0.01814266554	0.2424440918
406	0.0181316159	0.242286265
407	0.01811694566	0.2420992305
408	0.01810789746	0.2419659476
409	0.01809201896	0.2417074953
410	0.01808458905	0.241600943
411	0.01807495805	0.2414765923
412	0.01806848607	0.2413984011
413	0.01806035103	0.2412844274
414	0.01805054807	0.2411355768
415	0.01804842145	0.2410921485
416	0.01803703329	0.240960088
417	0.01803510003	0.2409225462
418	0.01802580685	0.2407981562
419	0.01801854872	0.2407005756
420	0.0180031409	0.240464631
421	0.01799497076	0.2403035197
422	0.01798498122	0.2401739543
423	0.01798289139	0.2401460822
424	0.0179721655	0.2400064088
425	0.0179649055	0.2399270023
426	0.01796077496	0.2398590138
427	0.01795900798	0.2398160392
428	0.01795412355	0.2397400733
429	0.01794740409	0.2396482549
430	0.01793967273	0.2395544619
431	0.01793419074	0.2394539602
432	0.01792662641	0.239337186
433	0.01792174952	0.2392724487
434	0.01791413397	0.2391660792
435	0.01790429268	0.2390297733
436	0.01789820714	0.2389578604
437	0.01789591737	0.2389115958
438	0.01788278572	0.2386897827
439	0.01787100382	0.2385434033
440	0.01785646169	0.2383575362
441	0.01785151547	0.2382635587
442	0.01784748079	0.2382065342
443	0.01783047352	0.2379536813
444	0.01781472225	0.2377594307
445	0.01780414676	0.2375887101
446	0.01779796463	0.2374771908
447	0.01779057808	0.237350113
448	0.01778290925	0.2372413471
449	0.01777429671	0.2371430796
450	0.01777081239	0.2370787902
451	0.017767819	0.2370262964
452	0.01775806564	0.236917685
453	0.01774949488	0.2367820887
454	0.01773670453	0.2366244819
455	0.01773237262	0.2365512272
456	0.01772073871	0.2363974885
457	0.0177025034	0.2361732423
458	0.01769507387	0.2360737083
459	0.01768870882	0.236001399
460	0.01767953045	0.2358563315
461	0.01766472112	0.2356507733
462	0.01765860695	0.2355543721
463	0.01764896056	0.2354180535
464	0.01764017453	0.2352989333
465	0.01763066586	0.2351643078
466	0.01762424653	0.2350663551
467	0.01761999878	0.2349905301
468	0.01760869461	0.2348574167
469	0.01759918169	0.2347079638
470	0.0175914521	0.2345990116
471	0.01758418409	0.2345079945
472	0.01757571562	0.2343906444
473	0.01756278366	0.2342256601
474	0.01755555513	0.2341333431
475	0.01755292097	0.2340926655
476	0.01753377671	0.2338826884
477	0.01753226377	0.2338364031
478	0.01752537121	0.2337667197
479	0.01752381399	0.2337304161
480	0.017508685	0.2335304504
481	0.01750517745	0.2334805633
482	0.01749977181	0.2333738415
483	0.01748899012	0.2331881189
484	0.01748190106	0.2330722688
485	0.01746955522	0.232881042
486	0.01746109782	0.2327383633
487	0.01745205789	0.2325855973
488	0.0174421939	0.2324630069
489	0.01743642018	0.2323734546
490	0.0174222193	0.2321842137
491	0.01741207881	0.2320672582
492	0.01740048965	0.2319326854
493	0.01739417054	0.2318508069
494	0.01737913201	0.2316885071
495	0.01736902026	0.2315215049
496	0.01735979683	0.2313839471
497	0.01735191521	0.2312654832
498	0.01733996555	0.231086981
499	0.01733175007	0.2309640403
500	0.01733064198	0.2309534772
501	0.01732437212	0.2308790217
502	0.01731871332	0.2307793753
503	0.01730779213	0.2306226743
504	0.01730158302	0.2305246324
505	0.01729578705	0.2304095894
506	0.01728867784	0.2303181095
507	0.01728633877	0.2302647453
508	0.01728119567	0.23019531
509	0.01727763445	0.2301510865
510	0.01727282315	0.2300884731
511	0.01726564782	0.2299918441
512	0.01726074682	0.2299060544
513	0.01725410473	0.2297937382
514	0.0172481829	0.2297142538
515	0.0172417869	0.2296353935
516	0.01722318572	0.2293548745
517	0.01722001449	0.2293098439
518	0.01721927017	0.2292979351
519	0.01720266133	0.2291162531
520	0.01719865171	0.2290676576
521	0.01719287333	0.2289651683
522	0.01718271183	0.2288652613
523	0.01716864445	0.228702809
524	0.0171626504	0.2286254066
525	0.01716161461	0.2286004363
526	0.01715662074	0.2285344694
527	0.01715297215	0.2284858495
528	0.01714715807	0.2284000203
529	0.01714236705	0.2283499432
530	0.01712732331	0.2281870758
531	0.01712006389	0.2280672301
532	0.01711196198	0.2279156264
533	0.01710341138	0.2278109118
534	0.0170976288	0.22771162
535	0.01708362982	0.2275544166
536	0.01707625001	0.2274776295
537	0.01706962485	0.2273892159
538	0.0170675275	0.2273511404
539	0.01705952217	0.2272335019
540	0.01705455744	0.2271740416
541	0.01704644324	0.2270812516
542	0.01704398706	0.2270343037
543	0.01703842545	0.2269483587
544	0.01703469072	0.2268803737
545	0.01702946248	0.2268012433
546	0.01702019199	0.2266737761
547	0.01701356938	0.2265242587
548	0.01701167526	0.226492344
549	0.01700962012	0.2264561021
550	0.01700446041	0.2263787119
551	0.01700242413	0.2263545789
552	0.0169891616	0.2262064892
553	0.01698300001	0.2261238954
554	0.01696963878	0.2259632251
555	0.01696182381	0.2258300961
556	0.01694970031	0.2256762346
557	0.01694590774	0.2256052283
558	0.0169353202	0.2254454601
559	0.01692193678	0.2252795847
560	0.01691642123	0.2251556183
561	0.01691048476	0.2250745732
562	0.01690787198	0.2250319962
563	0.01690439552	0.2249857016
564	0.016894421	0.2248284489
565	0.01688774951	0.2247405536
566	0.01687788838	0.2246026798
567	0.01687119795	0.2244825404
568	0.01686721614	0.2244075768
569	0.01686290524	0.224347172
570	0.01686206067	0.2243339282
571	0.01684460036	0.2241614862
572	0.01683803636	0.224056504
573	0.01682833088	0.2239515174
574	0.01682546468	0.2238908981
575	0.01681749742	0.2237874881
576	0.01680630486	0.223646101
577	0.01679918505	0.2235267544
578	0.01679164945	0.2234543603
579	0.01678009605	0.2233287577
580	0.01677584481	0.2232564126
581	0.01677082034	0.2231790151
582	0.01676685615	0.223123726
583	0.01676150424	0.2230274688
584	0.01675506206	0.2229525517
585	0.01674449157	0.2228450442
586	0.01673165859	0.2227084987
587	0.0167279739	0.2226524803
588	0.01672037303	0.2225378505
589	0.01671788001	0.2225075292
590	0.01671534195	0.222470424
591	0.01670522173	0.2223563785
592	0.01669928142	0.2222732974
593	0.01669665731	0.2222370206
594	0.0166924219	0.2221750599
595	0.01668702522	0.2221062828
596	0.01667937482	0.2220141121
597	0.01667619607	0.2219630792
598	0.01666233205	0.221794242
599	0.01665866553	0.2217405771
600	0.01665127675	0.2216678725
601	0.01663843313	0.2214805261
602	0.01663385262	0.2214197219
603	0.01663081199	0.2213808017
604	0.01662578865	0.2213229058
605	0.01662304109	0.2212834254
606	0.01661719624	0.2211904872
607	0.01661115395	0.2210922336
608	0.01660719122	0.2210500329
609	0.01660490342	0.2210126675
610	0.01660081613	0.2209652049
611	0.01658491171	0.2207514778
612	0.01657053115	0.2205741691
613	0.01656113398	0.2204581968
614	0.01655213578	0.2203275543
615	0.01654560557	0.2201995918
616	0.01654097668	0.2201420801
617	0.0165298205	0.2199504014
618	0.01652242063	0.2198610152
619	0.01651907411	0.2198028677
620	0.01651593454	0.2197542923
621	0.01650449554	0.2196400154
622	0.01649632977	0.219541831
623	0.01648796888	0.2194546757
624	0.01648071501	0.2193456991
625	0.01647176634	0.2192205764
626	0.01646676884	0.2191479483
627	0.0164650498	0.2191170237
628	0.01645772546	0.2190254075
629	0.01644908361	0.2189224151
630	0.01643538404	0.2187618346
631	0.0164296151	0.2186785941
632	0.01642314766	0.2185852936
633	0.01641562292	0.2184599475
634	0.01640859774	0.2183440212
635	0.01640252998	0.2182833723
636	0.01639502672	0.2181764884
637	0.01639185635	0.2181427623
638	0.01638997262	0.2181220742
639	0.01638570029	0.2180387652
640	0.01638327448	0.2180076828
641	0.01638165867	0.217986639
642	0.01637192293	0.2178682202
643	0.01636826963	0.2178266337
644	0.01636150429	0.2177204712
645	0.01635942261	0.2176872431
646	0.0163535718	0.21762321
647	0.0163493102	0.217566419
648	0.01634568963	0.2174968119
649	0.01633843582	0.2174066581
650	0.01633482073	0.2173452248
651	0.01632546009	0.2172207024
652	0.01631856835	0.21711874
653	0.01631404547	0.2170493479
654	0.01630495954	0.2169078831
655	0.01629875208	0.2168148173
656	0.01629103349	0.2167105684
657	0.01628777599	0.2166782655
658	0.01628316785	0.216622167
659	0.01627872212	0.2165639212
660	0.01627569228	0.2165216927
661	0.01626851952	0.2164315821
662	0.01626641012	0.2164026239
663	0.01626494987	0.2163789304
664	0.01625902925	0.2162810873
665	0.01625621563	0.2162422686
666	0.01625420361	0.2162152553
667	0.0162503915	0.2161650184
668	0.01624530225	0.2160673858
669	0.01624175116	0.216019506
670	0.01623178258	0.2158964995
671	0.01622505586	0.2158130674
672	0.0162206295	0.2157462972
673	0.01621630339	0.215686996
674	0.01621154622	0.2156193344
675	0.01621017952	0.2155933518
676	0.01620782015	0.2155585892
677	0.01620388535	0.215502433
678	0.01619989181	0.2154348017
679	0.0161927946	0.2153317158
680	0.01619035421	0.2152788263
681	0.01618753799	0.2152318905
682	0.01618621293	0.215210958
683	0.01618367726	0.2151807033
684	0.01617670949	0.2150936406
685	0.016172602	0.2150373309
686	0.01616832165	0.2149532624
687	0.01615934961	0.2148430819
688	0.01615326688	0.214754311
689	0.01614539867	0.2146606658
690	0.01613194345	0.2144944839
691	0.0161294718	0.2144628795
692	0.01612693613	0.2144342603
693	0.01612563845	0.2144088426
694	0.01611741857	0.2142767958
695	0.01611435287	0.2142188537
696	0.01610430108	0.2140771877
697	0.01610030948	0.2140204162
698	0.0160984794	0.2139721656
699	0.01609423803	0.2139188235
700	0.0160882655	0.2138182673
701	0.0160839823	0.2137564999
702	0.01608166209	0.2137152463
703	0.01607781709	0.2136671486
704	0.01607013175	0.2135822666
705	0.01606287075	0.2134726545
706	0.01605602597	0.2133591273
707	0.0160521369	0.2133026493
708	0.01604826708	0.2132448931
709	0.01603785791	0.2131094293
710	0.01603128845	0.2130297009
711	0.01602541811	0.2129424522
712	0.01601604266	0.2128314855
713	0.01601230879	0.212778262
714	0.01600976138	0.212731893
715	0.01600569129	0.2126814713
716	0.01600347493	0.2126425167
717	0.01600058074	0.2125938098
718	0.01599757464	0.2125408033
719	0.01599408565	0.2124861709
720	0.01599208498	0.2124591755
721	0.01598320875	0.2123051867
722	0.0159695593	0.2121475353
723	0.01596730008	0.2121201712
724	0.01596443999	0.2120882156
725	0.01595861179	0.2120017199
726	0.01595520625	0.2119532302
727	0.01595074356	0.2118854503
728	0.0159462344	0.2118293169
729	0.01594328776	0.2117971076
730	0.01594003364	0.2117348012
731	0.01593281409	0.2116183728
732	0.01592881629	0.2115650933
733	0.01592152339	0.2114842572
734	0.01591734002	0.211414088
735	0.01591454031	0.2113794222
736	0.01590888761	0.2113006616
737	0.01590118573	0.2111646389
738	0.01589561749	0.2110841057
739	0.01588868624	0.2109868516
740	0.01587914608	0.2108637193
741	0.01587511584	0.2108218211
742	0.01586992792	0.210749656
743	0.01586672112	0.2107134436
744	0.01586380137	0.2106859446
745	0.01585938496	0.2106113149
746	0.01585596798	0.2105607236
747	0.01585187552	0.2105069986
748	0.01584774756	0.210442698
749	0.01584495102	0.2103672564
750	0.01584084825	0.210312324
751	0.01583540219	0.2102479385
752	0.01583181207	0.2101915199
753	0.01582893566	0.2101512239
754	0.01582713649	0.2101214919
755	0.0158214906	0.2100513069
756	0.01581598596	0.2099646255
757	0.01580964233	0.2098980109
758	0.01580362328	0.2098193907
759	0.01580018644	0.2097590321
760	0.01579643155	0.2096840403
761	0.015794229	0.2096396253
762	0.01578991503	0.209571507
763	0.01578464683	0.2095081984
764	0.01578036421	0.2094465247
765	0.01577798167	0.2094148533
766	0.01577114851	0.2093277116
767	0.01576485994	0.209224795
768	0.0157628468	0.2091840818
769	0.01575365129	0.2090430661
770	0.01574375985	0.2089069466
771	0.01573999938	0.2088480818
772	0.01573697884	0.2088053306
773	0.01573486617	0.2087693884
774	0.01572376447	0.2086320076
775	0.01572073176	0.2085740896
776	0.01571677637	0.2085116515
777	0.01571190502	0.2084611956
778	0.01570726233	0.2083934198
779	0.01570214751	0.2083260877
780	0.01569906029	0.2082936685
781	0.01569584165	0.2082534897
782	0.01569174066	0.2082046759
783	0.01568880944	0.2081654706
784	0.01568345691	0.2081112443
785	0.01568105215	0.2080625092
786	0.01567784255	0.2080124247
787	0.01567496003	0.2079656912
788	0.015671685	0.2079215517
789	0.01566866737	0.2078681235
790	0.01566414193	0.2078172933
791	0.01566036957	0.2077394286
792	0.01565740112	0.2077060588
793	0.01565456716	0.2076661813
794	0.0156517218	0.2076243729
795	0.01564994083	0.2075946308
796	0.01564615789	0.2075511292
797	0.01564153728	0.2074778051
798	0.01563888199	0.2074389793
799	0.01563621569	0.2073991281
800	0.01563244227	0.207354524
801	0.01562391819	0.2072373574
802	0.01561990319	0.2071900842
803	0.01561703121	0.2071505104
804	0.01561231248	0.2071012025
805	0.01560797567	0.2070313232
806	0.01560559867	0.2070011125
807	0.01559725971	0.2068985467
808	0.01559081228	0.2068029753
809	0.01558808559	0.2067593668
810	0.01558177236	0.2066608319
811	0.01557965481	0.2066300608
812	0.01557394111	0.2065619494
813	0.01556415951	0.2064622851
814	0.01555963514	0.2064066644
815	0.01555580441	0.2063525077
816	0.01555412949	0.2063316449
817	0.01554985709	0.2062744001
818	0.01554735092	0.2062244981
819	0.01554253699	0.2061648282
820	0.01554065264	0.2061361722
821	0.01553615745	0.2060756639
822	0.01552619606	0.2059385519
823	0.01551913575	0.2058503713
824	0.01551653971	0.2058056123
825	0.0155106965	0.2057300677
826	0.01550808915	0.2056854106
827	0.01550394851	0.2056384843
828	0.01549750992	0.2055791363
829	0.01549344579	0.2055148881
830	0.0154815789	0.2053811063
831	0.01547654596	0.2052955955
832	0.01547227058	0.2052176253
833	0.0154671196	0.2051482312
834	0.01546324105	0.2050919829
835	0.01545965951	0.2050221316
836	0.01545547777	0.2049528191
837	0.01545050917	0.2048882403
838	0.01544671766	0.2048305033
839	0.01544114809	0.2047379701
840	0.01542698264	0.2045938852
841	0.0154238259	0.2045451629
842	0.01542059524	0.204498097
843	0.01541697568	0.2044575112
844	0.01541186558	0.2043983045
845	0.01540807328	0.2043590255
846	0.01540292254	0.2042964306
847	0.01539823367	0.2041972254
848	0.01539253252	0.2041268916
849	0.01538903309	0.2040761917
850	0.0153844583	0.2040167233
851	0.01537873057	0.2039574863
852	0.01537318722	0.2039027478
853	0.01537007227	0.2038605665
854	0.01536632712	0.2038166384
855	0.01536328086	0.2037746565
856	0.01535732992	0.2036872948
857	0.01535497057	0.2036464208
858	0.0153508722	0.2035608587
859	0.01534882216	0.2035220368
860	0.0153450488	0.2034722096
861	0.01534146891	0.2034323564
862	0.01533810731	0.2033795373
863	0.01533424739	0.2033102499
864	0.01532700131	0.2032283334
865	0.01532110957	0.2031414204
866	0.01531793042	0.2031045923
867	0.01531325432	0.2030282877
868	0.01530922851	0.2029533467
869	0.01530508042	0.2028962549
870	0.01530041288	0.2028368269
871	0.01530000936	0.2028200417
872	0.01529416293	0.2027347318
873	0.01528750293	0.2026629432
874	0.01528141546	0.2025945178
875	0.01527889619	0.2025519505
876	0.01527043818	0.2024600107
877	0.01526683209	0.2024130715
